,Id,Store,DayOfWeek,Date,Open,Promo,StateHoliday,SchoolHoliday,StoreType,Assortment,CompetitionDistance,Promo2,Month,Year,Day,WeekOfYear,YearMonth,IsPromo2Month,Competition,StoreRenovated,DaysAfterRenovation
3609,7780,100,2,2015-09-08,1.0,0,0,1.0,d,a,17930.0,0,9,2015,8,37,2015-09,0,1,1,1
3610,8636,100,1,2015-09-07,1.0,0,0,1.0,d,a,17930.0,0,9,2015,7,37,2015-09,0,1,1,1
3611,9492,100,7,2015-09-06,0.0,0,0,0.0,d,a,17930.0,0,9,2015,6,36,2015-09,0,1,1,1
3612,10348,100,6,2015-09-05,1.0,0,0,0.0,d,a,17930.0,0,9,2015,5,36,2015-09,0,1,1,1
3613,11204,100,5,2015-09-04,1.0,1,0,1.0,d,a,17930.0,0,9,2015,4,36,2015-09,0,1,1,1
3614,12060,100,4,2015-09-03,1.0,1,0,1.0,d,a,17930.0,0,9,2015,3,36,2015-09,0,1,1,1
3615,12916,100,3,2015-09-02,1.0,1,0,1.0,d,a,17930.0,0,9,2015,2,36,2015-09,0,1,1,1
3616,13772,100,2,2015-09-01,1.0,1,0,1.0,d,a,17930.0,0,9,2015,1,36,2015-09,0,1,1,1
3617,14628,100,1,2015-08-31,1.0,1,0,1.0,d,a,17930.0,0,8,2015,31,36,2015-08,0,1,1,1
3618,15484,100,7,2015-08-30,0.0,0,0,0.0,d,a,17930.0,0,8,2015,30,35,2015-08,0,1,1,1
3619,16340,100,6,2015-08-29,1.0,0,0,0.0,d,a,17930.0,0,8,2015,29,35,2015-08,0,1,1,1
3620,17196,100,5,2015-08-28,1.0,0,0,1.0,d,a,17930.0,0,8,2015,28,35,2015-08,0,1,1,1
3621,18052,100,4,2015-08-27,1.0,0,0,1.0,d,a,17930.0,0,8,2015,27,35,2015-08,0,1,1,1
3622,18908,100,3,2015-08-26,1.0,0,0,1.0,d,a,17930.0,0,8,2015,26,35,2015-08,0,1,1,1
3623,19764,100,2,2015-08-25,1.0,0,0,1.0,d,a,17930.0,0,8,2015,25,35,2015-08,0,1,1,1
3624,20620,100,1,2015-08-24,1.0,0,0,1.0,d,a,17930.0,0,8,2015,24,35,2015-08,0,1,1,1
3625,21476,100,7,2015-08-23,0.0,0,0,0.0,d,a,17930.0,0,8,2015,23,34,2015-08,0,1,1,1
3626,22332,100,6,2015-08-22,1.0,0,0,0.0,d,a,17930.0,0,8,2015,22,34,2015-08,0,1,1,1
3627,23188,100,5,2015-08-21,1.0,1,0,1.0,d,a,17930.0,0,8,2015,21,34,2015-08,0,1,1,1
3628,24044,100,4,2015-08-20,1.0,1,0,1.0,d,a,17930.0,0,8,2015,20,34,2015-08,0,1,1,1
3629,24900,100,3,2015-08-19,1.0,1,0,1.0,d,a,17930.0,0,8,2015,19,34,2015-08,0,1,1,1
3630,25756,100,2,2015-08-18,1.0,1,0,1.0,d,a,17930.0,0,8,2015,18,34,2015-08,0,1,1,1
3631,26612,100,1,2015-08-17,1.0,1,0,1.0,d,a,17930.0,0,8,2015,17,34,2015-08,0,1,1,1
3632,27468,100,7,2015-08-16,0.0,0,0,0.0,d,a,17930.0,0,8,2015,16,33,2015-08,0,1,1,1
3633,28324,100,6,2015-08-15,0.0,0,a,0.0,d,a,17930.0,0,8,2015,15,33,2015-08,0,1,1,1
3634,29180,100,5,2015-08-14,1.0,0,0,1.0,d,a,17930.0,0,8,2015,14,33,2015-08,0,1,1,1
3635,30036,100,4,2015-08-13,1.0,0,0,1.0,d,a,17930.0,0,8,2015,13,33,2015-08,0,1,1,1
3636,30892,100,3,2015-08-12,1.0,0,0,1.0,d,a,17930.0,0,8,2015,12,33,2015-08,0,1,1,1
3637,31748,100,2,2015-08-11,1.0,0,0,1.0,d,a,17930.0,0,8,2015,11,33,2015-08,0,1,1,1
3638,32604,100,1,2015-08-10,1.0,0,0,1.0,d,a,17930.0,0,8,2015,10,33,2015-08,0,1,1,1
3639,33460,100,7,2015-08-09,0.0,0,0,0.0,d,a,17930.0,0,8,2015,9,32,2015-08,0,1,1,1
3640,34316,100,6,2015-08-08,1.0,0,0,0.0,d,a,17930.0,0,8,2015,8,32,2015-08,0,1,1,1
3641,35172,100,5,2015-08-07,1.0,1,0,1.0,d,a,17930.0,0,8,2015,7,32,2015-08,0,1,1,1
3642,36028,100,4,2015-08-06,1.0,1,0,1.0,d,a,17930.0,0,8,2015,6,32,2015-08,0,1,1,1
3643,36884,100,3,2015-08-05,1.0,1,0,1.0,d,a,17930.0,0,8,2015,5,32,2015-08,0,1,1,1
3644,37740,100,2,2015-08-04,1.0,1,0,1.0,d,a,17930.0,0,8,2015,4,32,2015-08,0,1,1,1
3645,38596,100,1,2015-08-03,1.0,1,0,1.0,d,a,17930.0,0,8,2015,3,32,2015-08,0,1,1,1
3646,39452,100,7,2015-08-02,0.0,0,0,0.0,d,a,17930.0,0,8,2015,2,31,2015-08,0,1,1,1
3647,40308,100,6,2015-08-01,1.0,0,0,0.0,d,a,17930.0,0,8,2015,1,31,2015-08,0,1,1,1
3648,77,101,4,2015-09-17,1.0,1,0,0.0,d,c,2440.0,1,9,2015,17,38,2015-09,1,1,0,0
3649,933,101,3,2015-09-16,1.0,1,0,0.0,d,c,2440.0,1,9,2015,16,38,2015-09,1,1,0,0
3650,1789,101,2,2015-09-15,1.0,1,0,0.0,d,c,2440.0,1,9,2015,15,38,2015-09,1,1,0,0
3651,2645,101,1,2015-09-14,1.0,1,0,0.0,d,c,2440.0,1,9,2015,14,38,2015-09,1,1,0,0
3652,3501,101,7,2015-09-13,0.0,0,0,0.0,d,c,2440.0,1,9,2015,13,37,2015-09,1,1,0,0
3653,4357,101,6,2015-09-12,1.0,0,0,0.0,d,c,2440.0,1,9,2015,12,37,2015-09,1,1,0,0
3654,5213,101,5,2015-09-11,1.0,0,0,0.0,d,c,2440.0,1,9,2015,11,37,2015-09,1,1,0,0
3655,6069,101,4,2015-09-10,1.0,0,0,0.0,d,c,2440.0,1,9,2015,10,37,2015-09,1,1,0,0
3656,6925,101,3,2015-09-09,1.0,0,0,0.0,d,c,2440.0,1,9,2015,9,37,2015-09,1,1,0,0
3657,7781,101,2,2015-09-08,1.0,0,0,0.0,d,c,2440.0,1,9,2015,8,37,2015-09,1,1,0,0
3658,8637,101,1,2015-09-07,1.0,0,0,0.0,d,c,2440.0,1,9,2015,7,37,2015-09,1,1,0,0
3659,9493,101,7,2015-09-06,0.0,0,0,0.0,d,c,2440.0,1,9,2015,6,36,2015-09,1,1,0,0
3660,10349,101,6,2015-09-05,1.0,0,0,0.0,d,c,2440.0,1,9,2015,5,36,2015-09,1,1,0,0
3661,11205,101,5,2015-09-04,1.0,1,0,0.0,d,c,2440.0,1,9,2015,4,36,2015-09,1,1,0,0
3662,12061,101,4,2015-09-03,1.0,1,0,0.0,d,c,2440.0,1,9,2015,3,36,2015-09,1,1,0,0
3663,12917,101,3,2015-09-02,1.0,1,0,0.0,d,c,2440.0,1,9,2015,2,36,2015-09,1,1,0,0
3664,13773,101,2,2015-09-01,1.0,1,0,0.0,d,c,2440.0,1,9,2015,1,36,2015-09,1,1,0,0
3665,14629,101,1,2015-08-31,1.0,1,0,0.0,d,c,2440.0,1,8,2015,31,36,2015-08,0,1,0,0
3666,15485,101,7,2015-08-30,0.0,0,0,0.0,d,c,2440.0,1,8,2015,30,35,2015-08,0,1,0,0
3667,16341,101,6,2015-08-29,1.0,0,0,0.0,d,c,2440.0,1,8,2015,29,35,2015-08,0,1,0,0
3668,17197,101,5,2015-08-28,1.0,0,0,1.0,d,c,2440.0,1,8,2015,28,35,2015-08,0,1,0,0
3669,18053,101,4,2015-08-27,1.0,0,0,1.0,d,c,2440.0,1,8,2015,27,35,2015-08,0,1,0,0
3670,18909,101,3,2015-08-26,1.0,0,0,1.0,d,c,2440.0,1,8,2015,26,35,2015-08,0,1,0,0
3671,19765,101,2,2015-08-25,1.0,0,0,1.0,d,c,2440.0,1,8,2015,25,35,2015-08,0,1,0,0
3672,20621,101,1,2015-08-24,1.0,0,0,1.0,d,c,2440.0,1,8,2015,24,35,2015-08,0,1,0,0
3673,21477,101,7,2015-08-23,0.0,0,0,0.0,d,c,2440.0,1,8,2015,23,34,2015-08,0,1,0,0
3674,22333,101,6,2015-08-22,1.0,0,0,0.0,d,c,2440.0,1,8,2015,22,34,2015-08,0,1,0,0
3675,23189,101,5,2015-08-21,1.0,1,0,1.0,d,c,2440.0,1,8,2015,21,34,2015-08,0,1,0,0
3676,24045,101,4,2015-08-20,1.0,1,0,1.0,d,c,2440.0,1,8,2015,20,34,2015-08,0,1,0,0
3677,24901,101,3,2015-08-19,1.0,1,0,1.0,d,c,2440.0,1,8,2015,19,34,2015-08,0,1,0,0
3678,25757,101,2,2015-08-18,1.0,1,0,1.0,d,c,2440.0,1,8,2015,18,34,2015-08,0,1,0,0
3679,26613,101,1,2015-08-17,1.0,1,0,1.0,d,c,2440.0,1,8,2015,17,34,2015-08,0,1,0,0
3680,27469,101,7,2015-08-16,0.0,0,0,0.0,d,c,2440.0,1,8,2015,16,33,2015-08,0,1,0,0
3681,28325,101,6,2015-08-15,1.0,0,0,0.0,d,c,2440.0,1,8,2015,15,33,2015-08,0,1,0,0
3682,29181,101,5,2015-08-14,1.0,0,0,1.0,d,c,2440.0,1,8,2015,14,33,2015-08,0,1,0,0
3683,30037,101,4,2015-08-13,1.0,0,0,1.0,d,c,2440.0,1,8,2015,13,33,2015-08,0,1,0,0
3684,30893,101,3,2015-08-12,1.0,0,0,1.0,d,c,2440.0,1,8,2015,12,33,2015-08,0,1,0,0
3685,31749,101,2,2015-08-11,1.0,0,0,1.0,d,c,2440.0,1,8,2015,11,33,2015-08,0,1,0,0
3686,32605,101,1,2015-08-10,1.0,0,0,1.0,d,c,2440.0,1,8,2015,10,33,2015-08,0,1,0,0
3687,33461,101,7,2015-08-09,0.0,0,0,0.0,d,c,2440.0,1,8,2015,9,32,2015-08,0,1,0,0
3688,34317,101,6,2015-08-08,1.0,0,0,0.0,d,c,2440.0,1,8,2015,8,32,2015-08,0,1,0,0
3689,35173,101,5,2015-08-07,1.0,1,0,1.0,d,c,2440.0,1,8,2015,7,32,2015-08,0,1,0,0
3690,36029,101,4,2015-08-06,1.0,1,0,1.0,d,c,2440.0,1,8,2015,6,32,2015-08,0,1,0,0
3691,36885,101,3,2015-08-05,1.0,1,0,1.0,d,c,2440.0,1,8,2015,5,32,2015-08,0,1,0,0
3692,37741,101,2,2015-08-04,1.0,1,0,1.0,d,c,2440.0,1,8,2015,4,32,2015-08,0,1,0,0
3693,38597,101,1,2015-08-03,1.0,1,0,1.0,d,c,2440.0,1,8,2015,3,32,2015-08,0,1,0,0
3694,39453,101,7,2015-08-02,0.0,0,0,0.0,d,c,2440.0,1,8,2015,2,31,2015-08,0,1,0,0
3695,40309,101,6,2015-08-01,1.0,0,0,0.0,d,c,2440.0,1,8,2015,1,31,2015-08,0,1,0,0
3696,78,102,4,2015-09-17,1.0,1,0,0.0,a,a,150.0,1,9,2015,17,38,2015-09,1,1,0,0
3697,934,102,3,2015-09-16,1.0,1,0,0.0,a,a,150.0,1,9,2015,16,38,2015-09,1,1,0,0
3698,1790,102,2,2015-09-15,1.0,1,0,0.0,a,a,150.0,1,9,2015,15,38,2015-09,1,1,0,0
3699,2646,102,1,2015-09-14,1.0,1,0,0.0,a,a,150.0,1,9,2015,14,38,2015-09,1,1,0,0
3700,3502,102,7,2015-09-13,0.0,0,0,0.0,a,a,150.0,1,9,2015,13,37,2015-09,1,1,0,0
3701,4358,102,6,2015-09-12,1.0,0,0,0.0,a,a,150.0,1,9,2015,12,37,2015-09,1,1,0,0
3702,5214,102,5,2015-09-11,1.0,0,0,0.0,a,a,150.0,1,9,2015,11,37,2015-09,1,1,0,0
3703,6070,102,4,2015-09-10,1.0,0,0,0.0,a,a,150.0,1,9,2015,10,37,2015-09,1,1,0,0
3704,6926,102,3,2015-09-09,1.0,0,0,0.0,a,a,150.0,1,9,2015,9,37,2015-09,1,1,0,0
3705,7782,102,2,2015-09-08,1.0,0,0,0.0,a,a,150.0,1,9,2015,8,37,2015-09,1,1,0,0
3706,8638,102,1,2015-09-07,1.0,0,0,0.0,a,a,150.0,1,9,2015,7,37,2015-09,1,1,0,0
3707,9494,102,7,2015-09-06,0.0,0,0,0.0,a,a,150.0,1,9,2015,6,36,2015-09,1,1,0,0
3708,10350,102,6,2015-09-05,1.0,0,0,0.0,a,a,150.0,1,9,2015,5,36,2015-09,1,1,0,0
3709,11206,102,5,2015-09-04,1.0,1,0,0.0,a,a,150.0,1,9,2015,4,36,2015-09,1,1,0,0
3710,12062,102,4,2015-09-03,1.0,1,0,0.0,a,a,150.0,1,9,2015,3,36,2015-09,1,1,0,0
3711,12918,102,3,2015-09-02,1.0,1,0,0.0,a,a,150.0,1,9,2015,2,36,2015-09,1,1,0,0
3712,13774,102,2,2015-09-01,1.0,1,0,0.0,a,a,150.0,1,9,2015,1,36,2015-09,1,1,0,0
3713,14630,102,1,2015-08-31,1.0,1,0,0.0,a,a,150.0,1,8,2015,31,36,2015-08,0,1,0,0
3714,15486,102,7,2015-08-30,0.0,0,0,0.0,a,a,150.0,1,8,2015,30,35,2015-08,0,1,0,0
3715,16342,102,6,2015-08-29,1.0,0,0,0.0,a,a,150.0,1,8,2015,29,35,2015-08,0,1,0,0
3716,17198,102,5,2015-08-28,1.0,0,0,0.0,a,a,150.0,1,8,2015,28,35,2015-08,0,1,0,0
3717,18054,102,4,2015-08-27,1.0,0,0,0.0,a,a,150.0,1,8,2015,27,35,2015-08,0,1,0,0
3718,18910,102,3,2015-08-26,1.0,0,0,0.0,a,a,150.0,1,8,2015,26,35,2015-08,0,1,0,0
3719,19766,102,2,2015-08-25,1.0,0,0,0.0,a,a,150.0,1,8,2015,25,35,2015-08,0,1,0,0
3720,20622,102,1,2015-08-24,1.0,0,0,0.0,a,a,150.0,1,8,2015,24,35,2015-08,0,1,0,0
3721,21478,102,7,2015-08-23,0.0,0,0,0.0,a,a,150.0,1,8,2015,23,34,2015-08,0,1,0,0
3722,22334,102,6,2015-08-22,1.0,0,0,0.0,a,a,150.0,1,8,2015,22,34,2015-08,0,1,0,0
3723,23190,102,5,2015-08-21,1.0,1,0,0.0,a,a,150.0,1,8,2015,21,34,2015-08,0,1,0,0
3724,24046,102,4,2015-08-20,1.0,1,0,0.0,a,a,150.0,1,8,2015,20,34,2015-08,0,1,0,0
3725,24902,102,3,2015-08-19,1.0,1,0,0.0,a,a,150.0,1,8,2015,19,34,2015-08,0,1,0,0
3726,25758,102,2,2015-08-18,1.0,1,0,0.0,a,a,150.0,1,8,2015,18,34,2015-08,0,1,0,0
3727,26614,102,1,2015-08-17,1.0,1,0,0.0,a,a,150.0,1,8,2015,17,34,2015-08,0,1,0,0
3728,27470,102,7,2015-08-16,0.0,0,0,0.0,a,a,150.0,1,8,2015,16,33,2015-08,0,1,0,0
3729,28326,102,6,2015-08-15,1.0,0,0,0.0,a,a,150.0,1,8,2015,15,33,2015-08,0,1,0,0
3730,29182,102,5,2015-08-14,1.0,0,0,0.0,a,a,150.0,1,8,2015,14,33,2015-08,0,1,0,0
3731,30038,102,4,2015-08-13,1.0,0,0,0.0,a,a,150.0,1,8,2015,13,33,2015-08,0,1,0,0
3732,30894,102,3,2015-08-12,1.0,0,0,0.0,a,a,150.0,1,8,2015,12,33,2015-08,0,1,0,0
3733,31750,102,2,2015-08-11,1.0,0,0,1.0,a,a,150.0,1,8,2015,11,33,2015-08,0,1,0,0
3734,32606,102,1,2015-08-10,1.0,0,0,1.0,a,a,150.0,1,8,2015,10,33,2015-08,0,1,0,0
3735,33462,102,7,2015-08-09,0.0,0,0,0.0,a,a,150.0,1,8,2015,9,32,2015-08,0,1,0,0
3736,34318,102,6,2015-08-08,1.0,0,0,0.0,a,a,150.0,1,8,2015,8,32,2015-08,0,1,0,0
3737,35174,102,5,2015-08-07,1.0,1,0,1.0,a,a,150.0,1,8,2015,7,32,2015-08,0,1,0,0
3738,36030,102,4,2015-08-06,1.0,1,0,1.0,a,a,150.0,1,8,2015,6,32,2015-08,0,1,0,0
3739,36886,102,3,2015-08-05,1.0,1,0,1.0,a,a,150.0,1,8,2015,5,32,2015-08,0,1,0,0
3740,37742,102,2,2015-08-04,1.0,1,0,1.0,a,a,150.0,1,8,2015,4,32,2015-08,0,1,0,0
3741,38598,102,1,2015-08-03,1.0,1,0,1.0,a,a,150.0,1,8,2015,3,32,2015-08,0,1,0,0
3742,39454,102,7,2015-08-02,0.0,0,0,0.0,a,a,150.0,1,8,2015,2,31,2015-08,0,1,0,0
3743,40310,102,6,2015-08-01,1.0,0,0,0.0,a,a,150.0,1,8,2015,1,31,2015-08,0,1,0,0
3744,79,105,4,2015-09-17,1.0,1,0,0.0,a,c,6190.0,1,9,2015,17,38,2015-09,1,1,0,0
3745,935,105,3,2015-09-16,1.0,1,0,0.0,a,c,6190.0,1,9,2015,16,38,2015-09,1,1,0,0
3746,1791,105,2,2015-09-15,1.0,1,0,0.0,a,c,6190.0,1,9,2015,15,38,2015-09,1,1,0,0
3747,2647,105,1,2015-09-14,1.0,1,0,0.0,a,c,6190.0,1,9,2015,14,38,2015-09,1,1,0,0
3748,3503,105,7,2015-09-13,0.0,0,0,0.0,a,c,6190.0,1,9,2015,13,37,2015-09,1,1,0,0
3749,4359,105,6,2015-09-12,1.0,0,0,0.0,a,c,6190.0,1,9,2015,12,37,2015-09,1,1,0,0
3750,5215,105,5,2015-09-11,1.0,0,0,1.0,a,c,6190.0,1,9,2015,11,37,2015-09,1,1,0,0
3751,6071,105,4,2015-09-10,1.0,0,0,1.0,a,c,6190.0,1,9,2015,10,37,2015-09,1,1,0,0
3752,6927,105,3,2015-09-09,1.0,0,0,1.0,a,c,6190.0,1,9,2015,9,37,2015-09,1,1,0,0
3753,7783,105,2,2015-09-08,1.0,0,0,1.0,a,c,6190.0,1,9,2015,8,37,2015-09,1,1,0,0
3754,8639,105,1,2015-09-07,1.0,0,0,1.0,a,c,6190.0,1,9,2015,7,37,2015-09,1,1,0,0
3755,9495,105,7,2015-09-06,0.0,0,0,0.0,a,c,6190.0,1,9,2015,6,36,2015-09,1,1,0,0
3756,10351,105,6,2015-09-05,1.0,0,0,0.0,a,c,6190.0,1,9,2015,5,36,2015-09,1,1,0,0
3757,11207,105,5,2015-09-04,1.0,1,0,1.0,a,c,6190.0,1,9,2015,4,36,2015-09,1,1,0,0
3758,12063,105,4,2015-09-03,1.0,1,0,1.0,a,c,6190.0,1,9,2015,3,36,2015-09,1,1,0,0
3759,12919,105,3,2015-09-02,1.0,1,0,1.0,a,c,6190.0,1,9,2015,2,36,2015-09,1,1,0,0
3760,13775,105,2,2015-09-01,1.0,1,0,1.0,a,c,6190.0,1,9,2015,1,36,2015-09,1,1,0,0
3761,14631,105,1,2015-08-31,1.0,1,0,1.0,a,c,6190.0,1,8,2015,31,36,2015-08,0,1,0,0
3762,15487,105,7,2015-08-30,0.0,0,0,0.0,a,c,6190.0,1,8,2015,30,35,2015-08,0,1,0,0
3763,16343,105,6,2015-08-29,1.0,0,0,0.0,a,c,6190.0,1,8,2015,29,35,2015-08,0,1,0,0
3764,17199,105,5,2015-08-28,1.0,0,0,1.0,a,c,6190.0,1,8,2015,28,35,2015-08,0,1,0,0
3765,18055,105,4,2015-08-27,1.0,0,0,1.0,a,c,6190.0,1,8,2015,27,35,2015-08,0,1,0,0
3766,18911,105,3,2015-08-26,1.0,0,0,1.0,a,c,6190.0,1,8,2015,26,35,2015-08,0,1,0,0
3767,19767,105,2,2015-08-25,1.0,0,0,1.0,a,c,6190.0,1,8,2015,25,35,2015-08,0,1,0,0
3768,20623,105,1,2015-08-24,1.0,0,0,1.0,a,c,6190.0,1,8,2015,24,35,2015-08,0,1,0,0
3769,21479,105,7,2015-08-23,0.0,0,0,0.0,a,c,6190.0,1,8,2015,23,34,2015-08,0,1,0,0
3770,22335,105,6,2015-08-22,1.0,0,0,0.0,a,c,6190.0,1,8,2015,22,34,2015-08,0,1,0,0
3771,23191,105,5,2015-08-21,1.0,1,0,1.0,a,c,6190.0,1,8,2015,21,34,2015-08,0,1,0,0
3772,24047,105,4,2015-08-20,1.0,1,0,1.0,a,c,6190.0,1,8,2015,20,34,2015-08,0,1,0,0
3773,24903,105,3,2015-08-19,1.0,1,0,1.0,a,c,6190.0,1,8,2015,19,34,2015-08,0,1,0,0
3774,25759,105,2,2015-08-18,1.0,1,0,1.0,a,c,6190.0,1,8,2015,18,34,2015-08,0,1,0,0
3775,26615,105,1,2015-08-17,1.0,1,0,1.0,a,c,6190.0,1,8,2015,17,34,2015-08,0,1,0,0
3776,27471,105,7,2015-08-16,0.0,0,0,0.0,a,c,6190.0,1,8,2015,16,33,2015-08,0,1,0,0
3777,28327,105,6,2015-08-15,1.0,0,0,0.0,a,c,6190.0,1,8,2015,15,33,2015-08,0,1,0,0
3778,29183,105,5,2015-08-14,1.0,0,0,1.0,a,c,6190.0,1,8,2015,14,33,2015-08,0,1,0,0
3779,30039,105,4,2015-08-13,1.0,0,0,1.0,a,c,6190.0,1,8,2015,13,33,2015-08,0,1,0,0
3780,30895,105,3,2015-08-12,1.0,0,0,1.0,a,c,6190.0,1,8,2015,12,33,2015-08,0,1,0,0
3781,31751,105,2,2015-08-11,1.0,0,0,1.0,a,c,6190.0,1,8,2015,11,33,2015-08,0,1,0,0
3782,32607,105,1,2015-08-10,1.0,0,0,1.0,a,c,6190.0,1,8,2015,10,33,2015-08,0,1,0,0
3783,33463,105,7,2015-08-09,0.0,0,0,0.0,a,c,6190.0,1,8,2015,9,32,2015-08,0,1,0,0
3784,34319,105,6,2015-08-08,1.0,0,0,0.0,a,c,6190.0,1,8,2015,8,32,2015-08,0,1,0,0
3785,35175,105,5,2015-08-07,1.0,1,0,1.0,a,c,6190.0,1,8,2015,7,32,2015-08,0,1,0,0
3786,36031,105,4,2015-08-06,1.0,1,0,1.0,a,c,6190.0,1,8,2015,6,32,2015-08,0,1,0,0
3787,36887,105,3,2015-08-05,1.0,1,0,1.0,a,c,6190.0,1,8,2015,5,32,2015-08,0,1,0,0
3788,37743,105,2,2015-08-04,1.0,1,0,1.0,a,c,6190.0,1,8,2015,4,32,2015-08,0,1,0,0
3789,38599,105,1,2015-08-03,1.0,1,0,1.0,a,c,6190.0,1,8,2015,3,32,2015-08,0,1,0,0
3790,39455,105,7,2015-08-02,0.0,0,0,0.0,a,c,6190.0,1,8,2015,2,31,2015-08,0,1,0,0
3791,40311,105,6,2015-08-01,1.0,0,0,0.0,a,c,6190.0,1,8,2015,1,31,2015-08,0,1,0,0
3792,80,107,4,2015-09-17,1.0,1,0,0.0,a,a,1930.0,0,9,2015,17,38,2015-09,0,1,0,0
3793,936,107,3,2015-09-16,1.0,1,0,0.0,a,a,1930.0,0,9,2015,16,38,2015-09,0,1,0,0
3794,1792,107,2,2015-09-15,1.0,1,0,0.0,a,a,1930.0,0,9,2015,15,38,2015-09,0,1,0,0
3795,2648,107,1,2015-09-14,1.0,1,0,0.0,a,a,1930.0,0,9,2015,14,38,2015-09,0,1,0,0
3796,3504,107,7,2015-09-13,0.0,0,0,0.0,a,a,1930.0,0,9,2015,13,37,2015-09,0,1,0,0
3797,4360,107,6,2015-09-12,1.0,0,0,0.0,a,a,1930.0,0,9,2015,12,37,2015-09,0,1,0,0
3798,5216,107,5,2015-09-11,1.0,0,0,0.0,a,a,1930.0,0,9,2015,11,37,2015-09,0,1,0,0
3799,6072,107,4,2015-09-10,1.0,0,0,0.0,a,a,1930.0,0,9,2015,10,37,2015-09,0,1,0,0
3800,6928,107,3,2015-09-09,1.0,0,0,0.0,a,a,1930.0,0,9,2015,9,37,2015-09,0,1,0,0
3801,7784,107,2,2015-09-08,1.0,0,0,0.0,a,a,1930.0,0,9,2015,8,37,2015-09,0,1,0,0
3802,8640,107,1,2015-09-07,1.0,0,0,0.0,a,a,1930.0,0,9,2015,7,37,2015-09,0,1,0,0
3803,9496,107,7,2015-09-06,0.0,0,0,0.0,a,a,1930.0,0,9,2015,6,36,2015-09,0,1,0,0
3804,10352,107,6,2015-09-05,1.0,0,0,0.0,a,a,1930.0,0,9,2015,5,36,2015-09,0,1,0,0
3805,11208,107,5,2015-09-04,1.0,1,0,0.0,a,a,1930.0,0,9,2015,4,36,2015-09,0,1,0,0
3806,12064,107,4,2015-09-03,1.0,1,0,0.0,a,a,1930.0,0,9,2015,3,36,2015-09,0,1,0,0
3807,12920,107,3,2015-09-02,1.0,1,0,1.0,a,a,1930.0,0,9,2015,2,36,2015-09,0,1,0,0
3808,13776,107,2,2015-09-01,1.0,1,0,1.0,a,a,1930.0,0,9,2015,1,36,2015-09,0,1,0,0
3809,14632,107,1,2015-08-31,1.0,1,0,1.0,a,a,1930.0,0,8,2015,31,36,2015-08,0,1,0,0
3810,15488,107,7,2015-08-30,0.0,0,0,1.0,a,a,1930.0,0,8,2015,30,35,2015-08,0,1,0,0
3811,16344,107,6,2015-08-29,1.0,0,0,1.0,a,a,1930.0,0,8,2015,29,35,2015-08,0,1,0,0
3812,17200,107,5,2015-08-28,1.0,0,0,1.0,a,a,1930.0,0,8,2015,28,35,2015-08,0,1,0,0
3813,18056,107,4,2015-08-27,1.0,0,0,1.0,a,a,1930.0,0,8,2015,27,35,2015-08,0,1,0,0
3814,18912,107,3,2015-08-26,1.0,0,0,1.0,a,a,1930.0,0,8,2015,26,35,2015-08,0,1,0,0
3815,19768,107,2,2015-08-25,1.0,0,0,1.0,a,a,1930.0,0,8,2015,25,35,2015-08,0,1,0,0
3816,20624,107,1,2015-08-24,1.0,0,0,1.0,a,a,1930.0,0,8,2015,24,35,2015-08,0,1,0,0
3817,21480,107,7,2015-08-23,0.0,0,0,1.0,a,a,1930.0,0,8,2015,23,34,2015-08,0,1,0,0
3818,22336,107,6,2015-08-22,1.0,0,0,1.0,a,a,1930.0,0,8,2015,22,34,2015-08,0,1,0,0
3819,23192,107,5,2015-08-21,1.0,1,0,1.0,a,a,1930.0,0,8,2015,21,34,2015-08,0,1,0,0
3820,24048,107,4,2015-08-20,1.0,1,0,1.0,a,a,1930.0,0,8,2015,20,34,2015-08,0,1,0,0
3821,24904,107,3,2015-08-19,1.0,1,0,1.0,a,a,1930.0,0,8,2015,19,34,2015-08,0,1,0,0
3822,25760,107,2,2015-08-18,1.0,1,0,1.0,a,a,1930.0,0,8,2015,18,34,2015-08,0,1,0,0
3823,26616,107,1,2015-08-17,1.0,1,0,1.0,a,a,1930.0,0,8,2015,17,34,2015-08,0,1,0,0
3824,27472,107,7,2015-08-16,0.0,0,0,1.0,a,a,1930.0,0,8,2015,16,33,2015-08,0,1,0,0
3825,28328,107,6,2015-08-15,1.0,0,0,1.0,a,a,1930.0,0,8,2015,15,33,2015-08,0,1,0,0
3826,29184,107,5,2015-08-14,1.0,0,0,1.0,a,a,1930.0,0,8,2015,14,33,2015-08,0,1,0,0
3827,30040,107,4,2015-08-13,1.0,0,0,1.0,a,a,1930.0,0,8,2015,13,33,2015-08,0,1,0,0
3828,30896,107,3,2015-08-12,1.0,0,0,1.0,a,a,1930.0,0,8,2015,12,33,2015-08,0,1,0,0
3829,31752,107,2,2015-08-11,1.0,0,0,1.0,a,a,1930.0,0,8,2015,11,33,2015-08,0,1,0,0
3830,32608,107,1,2015-08-10,1.0,0,0,1.0,a,a,1930.0,0,8,2015,10,33,2015-08,0,1,0,0
3831,33464,107,7,2015-08-09,0.0,0,0,1.0,a,a,1930.0,0,8,2015,9,32,2015-08,0,1,0,0
3832,34320,107,6,2015-08-08,1.0,0,0,1.0,a,a,1930.0,0,8,2015,8,32,2015-08,0,1,0,0
